CEL1 ID	CEL1 short_name	CEL1 description	CEL2 ID	CEL2 short_name	CEL2 description	CEL3 ID	CEL3 short_name	CEL3 description	CEL4 ID	CEL4 short_name	CEL4 description	CEL5 ID	CEL5 short_name	CEL5 description
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a04-Shallow	Shallow	Spread foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a05-Slab on grade	Slab on grade	Ground-level slab
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a06-Retaining	Retaining	Structural retaining and foundation walls
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b01-Floor	Floor	Floor framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b01-Floor	Floor	Floor framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b01-Floor	Floor	Floor framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b02-Walls	Walls	Wall framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b02-Walls	Walls	Wall framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b02-Walls	Walls	Wall framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b02-Walls	Walls	Wall framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b03-Beams and posts	Beams and posts	Support members
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b04-Roof	Roof	Roof framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b04-Roof	Roof	Roof framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b04-Roof	Roof	Roof framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b04-Roof	Roof	Roof framing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b05-Sheathing	Sheathing	Panel sheathing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b05-Sheathing	Sheathing	Panel sheathing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b05-Sheathing	Sheathing	Panel sheathing
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b06-Hardware	Hardware	Connectors and fasteners
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01b-Framing	Framing	Wood/steel frame	B07b01b07-Steel framing	Steel framing	Light gauge steel
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01c-Masonry	Masonry	Concrete masonry and block construction	B07b01c01-CMU walls	CMU walls	Concrete masonry unit walls
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01c-Masonry	Masonry	Concrete masonry and block construction	B07b01c02-Structural block	Structural block	Load-bearing block construction
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01d-Structural steel	Structural steel	Steel beams, columns, and connections	B07b01d01-Beams and columns	Beams and columns	Primary steel framing members
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01d-Structural steel	Structural steel	Steel beams, columns, and connections	B07b01d02-Lintels	Lintels	Steel lintels and headers
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01d-Structural steel	Structural steel	Steel beams, columns, and connections	B07b01d03-Connections	Connections	Steel connections and hardware
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b02-Attached garage	Attached garage	Attached garage construction (building shell)	B07b02a-Slab	Slab	Garage floor			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b02-Attached garage	Attached garage	Attached garage construction (building shell)	B07b02b-Walls and ceiling	Walls and ceiling	Garage enclosure			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b02-Attached garage	Attached garage	Attached garage construction (building shell)	B07b02c-Fire separation	Fire separation	Fire-rated assembly			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b03-Weather barriers	Weather barriers	Moisture protection	B07b03a-House wrap	House wrap	Weather resistive barrier			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b03-Weather barriers	Weather barriers	Moisture protection	B07b03b-Flashing	Flashing	Water diversion			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b03-Weather barriers	Weather barriers	Moisture protection	B07b03c-Sealants	Sealants	Joint sealing			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b03-Weather barriers	Weather barriers	Moisture protection	B07b03d-Rain screen	Rain screen	Drainage cavity			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04a-Underlayment	Underlayment	Roof substrate			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04b-Shingles	Shingles	Asphalt roofing			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04c-Tile	Tile	Clay/concrete tiles			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04d-Metal roofing	Metal roofing	Metal panels			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04e-Flat roof membrane	Flat roof membrane	Low-slope roofing			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04f-Flashing	Flashing	Roof transitions			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04g-Vents	Vents	Roof ventilation			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b04-Roofing	Roofing	Roof covering	B07b04h-Gutters and downspouts	Gutters and downspouts	Roof drainage			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b05-Windows	Windows	Glazing systems	B07b05a-Fiberglass	Fiberglass	Fiberglass windows			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b05-Windows	Windows	Glazing systems	B07b05b-Skylights	Skylights	Roof windows			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b05-Windows	Windows	Glazing systems	B07b05c-Vinyl	Vinyl	Vinyl windows			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b05-Windows	Windows	Glazing systems	B07b05d-Wood	Wood	Wood windows			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b06-Exterior doors	Exterior doors	Entry openings	B07b06a-Entry	Entry	Front door			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b06-Exterior doors	Exterior doors	Entry openings	B07b06b-Garage doors	Garage doors	Vehicle doors			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b06-Exterior doors	Exterior doors	Entry openings	B07b06c-Hardware	Hardware	Door hardware			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b06-Exterior doors	Exterior doors	Entry openings	B07b06d-Patio	Patio	Sliding/french doors			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b07-Insulation	Insulation	Thermal barrier	B07b07a-Basement	Basement	Below-grade insulation			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b07-Insulation	Insulation	Thermal barrier	B07b07b-Floor	Floor	Floor insulation			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b07-Insulation	Insulation	Thermal barrier	B07b07c-Walls	Walls	Wall insulation			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b07-Insulation	Insulation	Thermal barrier	B07b07d-Continuous	Continuous	Exterior insulation			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b07-Insulation	Insulation	Thermal barrier	B07b07e-Attic	Attic	Ceiling insulation			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08a-Brick	Brick	Brick veneer			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08b-Engineered wood	Engineered wood	Composite siding			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08c-Fiber cement	Fiber cement	Cement board siding			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08d-Metal	Metal	Metal panels			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08e-Soffit	Soffit	Eave covering			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08f-Stone	Stone	Stone veneer			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08g-Stucco	Stucco	Cement plaster			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08h-Trim	Trim	Exterior trim			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08i-Vinyl	Vinyl	Vinyl siding			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b08-Siding	Siding	Exterior cladding	B07b08j-Wood	Wood	Wood siding			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b09-Paint	Paint	Exterior coatings	B07b09a-Exterior	Exterior	Exterior painting			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b10-Porch	Porch	Covered entry	B07b10a-Covered	Covered	Roofed porch			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b10-Porch	Porch	Covered entry	B07b10b-Screened	Screened	Screened enclosure			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b11-Deck	Deck	Exterior platform	B07b11a-Structure	Structure	Deck framing			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b11-Deck	Deck	Exterior platform	B07b11b-Decking	Decking	Deck surface			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b11-Deck	Deck	Exterior platform	B07b11c-Railing	Railing	Deck guardrail			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c01-Radon mitigation	Radon mitigation	Radon venting system						
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02a-Rough	Rough	Pipe rough-in	B07c02a01-DWV piping	DWV piping	Drain/waste/vent
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02a-Rough	Rough	Pipe rough-in	B07c02a02-Supply piping	Supply piping	Water supply lines
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02a-Rough	Rough	Pipe rough-in	B07c02a03-Venting	Venting	Plumbing vents
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02b-Gas piping	Gas piping	Fuel gas lines			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02c-Water heater	Water heater	Hot water system			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02d-Fixtures	Fixtures	Plumbing fixtures	B07c02d01-Faucets	Faucets	Sink/tub faucets
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02d-Fixtures	Fixtures	Plumbing fixtures	B07c02d02-Sinks	Sinks	Lavatories and sinks
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02d-Fixtures	Fixtures	Plumbing fixtures	B07c02d03-Toilets	Toilets	Water closets
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02d-Fixtures	Fixtures	Plumbing fixtures	B07c02d04-Tubs and showers	Tubs and showers	Bathing fixtures
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02e-Specialties	Specialties	Plumbing accessories and specialties	B07c02e01-Floor drains	Floor drains	Floor and area drains
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02e-Specialties	Specialties	Plumbing accessories and specialties	B07c02e02-Cleanouts	Cleanouts	Access and cleanout fittings
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c02-Plumbing	Plumbing	Water and waste systems	B07c02e-Specialties	Specialties	Plumbing accessories and specialties	B07c02e03-Hose bibs	Hose bibs	Exterior water connections
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03a-Service	Service	Electrical service	B07c03a01-Meter and grounding	Meter and grounding	Service entrance
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03a-Service	Service	Electrical service	B07c03a02-Panel	Panel	Breaker panel
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03b-Rough	Rough	Wire rough-in	B07c03b01-Wire and boxes	Wire and boxes	Branch circuits
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03c-Solar ready	Solar ready	PV prep wiring			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03d-EV ready	EV ready	EV charging prep			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03e-Low voltage	Low voltage	Data and comm	B07c03e01-Data/telecom	Data/telecom	Network wiring
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03e-Low voltage	Low voltage	Data and comm	B07c03e02-Doorbell	Doorbell	Entry notification
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03f-Safety	Safety	Life safety devices	B07c03f01-Smoke/CO detectors	Smoke/CO detectors	Safety alarms
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03g-Devices	Devices	Outlets and switches	B07c03g01-Receptacles	Receptacles	Power outlets
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03g-Devices	Devices	Outlets and switches	B07c03g02-Switches	Switches	Light switches
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03h-Lighting	Lighting	Light fixtures	B07c03h01-Ceiling fans	Ceiling fans	Fan fixtures
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03h-Lighting	Lighting	Light fixtures	B07c03h02-Exterior	Exterior	Outdoor lights
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c03-Electrical	Electrical	Power and lighting	B07c03h-Lighting	Lighting	Light fixtures	B07c03h03-Interior	Interior	Indoor lights
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04a-Distribution	Distribution	Air delivery	B07c04a01-Ductwork	Ductwork	Air ducts
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04a-Distribution	Distribution	Air delivery	B07c04a02-Registers	Registers	Supply/return grilles
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04b-Heating	Heating	Heat source	B07c04b01-Boiler	Boiler	Hot water heat
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04b-Heating	Heating	Heat source	B07c04b02-Furnace	Furnace	Forced air heat
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04b-Heating	Heating	Heat source	B07c04b03-Heat pump	Heat pump	Heat pump system
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04b-Heating	Heating	Heat source	B07c04b04-Radiant	Radiant	Floor/ceiling heat
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04c-Cooling	Cooling	Air conditioning	B07c04c01-Central AC	Central AC	Central cooling
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04c-Cooling	Cooling	Air conditioning	B07c04c02-Minisplit	Minisplit	Ductless system
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04d-Ventilation	Ventilation	Air exchange	B07c04d01-Bath fans	Bath fans	Exhaust fans
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04d-Ventilation	Ventilation	Air exchange	B07c04d02-Kitchen hood	Kitchen hood	Range exhaust
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04d-Ventilation	Ventilation	Air exchange	B07c04d03-Whole house	Whole house	Fresh air system
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c04-HVAC	HVAC	Heating and cooling	B07c04e-Controls	Controls	HVAC controls	B07c04e01-Thermostat	Thermostat	Temperature control
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c05-Fire protection	Fire protection	Fire suppression	B07c05a-Sprinkler	Sprinkler	Fire sprinklers			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c05-Fire protection	Fire protection	Fire suppression	B07c05b-Fire alarm	Fire alarm	Detection system			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c05-Fire protection	Fire protection	Fire suppression	B07c05c-Standpipes	Standpipes	Fire standpipe systems			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c06-Central vacuum	Central vacuum	Built-in vacuum						
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c07-Water treatment	Water treatment	Water conditioning						
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c08-Generator	Generator	Backup power						
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c09-Vertical transport	Vertical transport	Stairs and elevators	B07c09a-Stairs	Stairs	Interior stairs			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07c-Services	Services	Mechanical/electrical/plumbing	B07c09-Vertical transport	Vertical transport	Stairs and elevators	B07c09b-Elevators	Elevators	Passenger elevators			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07d-Interiors	Interiors	Interior finishes	B07d01-Drywall	Drywall	Gypsum board	B07d01a-Board and hang	Board and hang	Drywall installation			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07d-Interiors	Interiors	Interior finishes	B07d01-Drywall	Drywall	Gypsum board	B07d01b-Finish	Finish	Taping and mudding			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07d-Interiors	Interiors	Interior finishes	B07d01-Drywall	Drywall	Gypsum board	B07d01c-Texture	Texture	Surface texture			
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07d-Interiors	Interiors	Interior finishes	B07d02-Ceilings	Ceilings	Ceiling systems and finishes	B07d02a-Acoustic tile	Acoustic tile	Suspended acoustic ceiling systems			
